model,ad_title,year,km,color,price,ad_date,location,city
                        1.6 Comfortline,    Sahibinden polo variant,1999,305000.0,                    Mavi,23000.0,2020-01-04,                        ÇorumMerkez,Çorum
                        1.6 Comfortline Classic,    OTOMATIK VE SAUNROFLU,2001,255000.0,                    Gri,30000.0,2020-01-04,                        TekirdağÇorlu,Tekirdağ
                        1.6,    Otomatik vites dürbün göğüs,2000,256000.0,                    Gümüş Gri,26700.0,2020-01-04,                        BurdurBucak,Burdur
                        1.6,    TEMİZ SIKINTISIZ POLO,1997,250000.0,                    Kırmızı,23000.0,2020-01-04,                        AfyonkarahisarMerkez,Afyonkarahisar
                        1.6,    Fırsat Aracı,1998,247000.0,                    Siyah,26000.0,2020-01-04,                        İstanbulEsenler,İstanbul
                        1.6,    satilik araba,1998,232000.0,                    Mavi,23500.0,2020-01-04,                        BartınMerkez,Bartın
                        1.4 Comfortline,    SAHIBINDEN TEMİZ VE POLO,2005,243000.0,                    Gümüş Gri,42500.0,2020-01-04,                        HatayDörtyol,Hatay
                        1.4 TDi Trendline,    TAŞ OTOMOTİV KAPORASI ALINDI !!!,2003,255000.0,                    Kırmızı,36750.0,2020-01-04,                        AntalyaKepez,Antalya
                        1.6 Classic,    UFUK OTOMOTİVDEN 1999 MODEL 1.6 100 LÜK VOLKSWAGEN POLO CLASSİC,1999,242000.0,                    Beyaz,26750.0,2020-01-04,                        KayseriKocasinan,Kayseri
                        1.6 Classic,    **SEVİM AUTO'DAN 99 VW POLO CLASSİC 1.6 LPGLİ**,1999,266000.0,                    Kırmızı,28750.0,2020-01-04,                        YozgatSorgun,Yozgat
                        1.6 Classic,    AĞIR BAKIMLARI YENİ YAPILDI Muanesi 2022 ye kadar takas olur,1999,308000.0,                    Lacivert,22750.0,2020-01-04,                        AnkaraYenimahalle,Ankara
                        1.4,    Değişensiz klimalı çift hava yastıklı,2000,260000.0,                    Beyaz,27000.0,2020-01-04,                        GiresunMerkez,Giresun
                        1.6,    1998 VW Polo Hb 1.6 Kırmızı LPG li,1998,273000.0,                    Kırmızı,22500.0,2020-01-04,                        İstanbulBeşiktaş,İstanbul
                        1.6 TDi Comfortline,    DİZEL OTOMATİK (DSG) EKSPERTİZ RAPORLU,2010,242000.0,                    Beyaz,61900.0,2020-01-04,                        AntalyaAlanya,Antalya
                        1.6 Classic,    Sahibinden 97 polo temiz LPG li,1997,261500.0,                    Kırmızı,21500.0,2020-01-04,                        AnkaraMamak,Ankara
                        1.6,    ***BAKIMLI SORUNSUZ POLO**,1998,235000.0,                    Kırmızı,25750.0,2020-01-04,                        AntalyaKepez,Antalya
                        1.6,    SÜLEYMAN KARDEŞİME OPSYANLANMIŞTIR...,1997,286000.0,                    Kırmızı,26250.0,2020-01-04,                        KonyaKaratay,Konya
                        1.4 TDi Comfortline,    PAŞA AUTO BEYAZ TAVŞAN,2004,460000.0,                    Beyaz,37250.0,2020-01-04,                        Hatayİskenderun,Hatay
                        1.6,    1997 VW POLO 1.6 OTOMATİK VİTES SUNROOFLU,1997,248000.0,                    Yeşil,29500.0,2020-01-04,                        ÇorumMerkez,Çorum
                        1.6 TDi Comfortline,    XCAROTOMOTİV 2013 model 1.6 dizel otomatik,2013,234000.0,                    Beyaz,77300.0,2020-01-04,                        EskişehirOdunpazarı,Eskişehir
                        1.6 TDi Comfortline,    2013 1.6 Dizel Polo acil,2013,277000.0,                    Beyaz,60900.0,2020-01-04,                        İstanbulÜmraniye,İstanbul
                        1.4 TDi Basicline,    2004 MODEL POLO EXPER RAPORLU,2004,256000.0,                    Gümüş Gri,30500.0,2020-01-04,                        BursaOsmangazi,Bursa
                        1.6,    97 Model Polo (Bayandan - Klimalı),1997,240000.0,                    Yeşil,21000.0,2020-01-04,                        İzmirBuca,İzmir
                        1.6 Classic,    1998 VW POLO CLASSİC 100HP MASRAFSIZ AĞIR BAKIMLARI YAPILMIŞ,1998,259000.0,                    Kırmızı,25500.0,2020-01-04,                        KütahyaMerkez,Kütahya
                        1.6,    POLO 6N PIRIL PIRIL,1999,278000.0,                    Beyaz,27500.0,2020-01-04,                        KonyaSelçuklu,Konya
                        1.6,    ## HASAR KAYITSIZ TEMİZ MASIRAFSIZ ARABA ARAYANLARA ##,1999,230000.0,                    Yeşil,26250.0,2020-01-05,                        MersinAnamur,Mersin
                        1.6,    muayanesi yeni masrafsız,1998,285000.0,                    Mavi,20900.0,2020-01-05,                        HatayAntakya,Hatay
                        1.6,    Yeni Muayene..Sorunsu­z...Ekonomik... Masrafsız,1998,280000.0,                    Beyaz,30000.0,2020-01-05,                        İstanbulÇekmeköy,İstanbul
                        1.4 Basicline,    Acil müşteri aracı,2005,370000.0,                    Beyaz,32500.0,2020-01-05,                        AdanaSeyhan,Adana
                        1.6 Classic,    Temiz aile arabası polo,2001,240000.0,                    Beyaz,30000.0,2020-01-05,                        GaziantepŞahinbey,Gaziantep
                        1.4 Sportline,    SATILIK DOCH,1998,260000.0,                    Kırmızı,25250.0,2020-01-05,                        İstanbulPendik,İstanbul
                        1.4,    SATILIK 1996 POLO 1.4,1996,294700.0,                    Beyaz,21750.0,2020-01-05,                        AnkaraÇubuk,Ankara
                        1.6,    Aracım 230.000 km de fenni muayene yeni,1998,230000.0,                    Mavi,25000.0,2020-01-05,                        BalıkesirKaresi,Balıkesir
                        1.6 Classic,    Temiz araçımız bakılmaya değer,1998,290000.0,                    Beyaz,27500.0,2020-01-05,                        KayseriKocasinan,Kayseri
                        1.6,    1.6 MOTOR KLİMALI MEMURDAN,1997,244000.0,                    Kırmızı,27500.0,2020-01-05,                        AnkaraÇankaya,Ankara
                        1.4 TDi Trendline,    2006 POLO 1.4 TDI 80 HP SIFIR MUAYANE,2006,270000.0,                    Gümüş Gri,36000.0,2020-01-05,                        AntalyaManavgat,Antalya
                        1.6,    SAHİBİNDEN TEMİZ 1.6 16 VALF KOLTUK ISITMALI,1998,360000.0,                    Mavi,23500.0,2020-01-05,                        AnkaraSincan,Ankara
                        1.6,    TEMİZ. POLO,1997,233000.0,                    Mavi,19500.0,2020-01-05,                        TokatMerkez,Tokat
                        1.6,    sahibinden satılık polo,1999,308000.0,                    Mavi,25400.0,2020-01-05,                        BoluMerkez,Bolu
                        1.4 TDi Trendline,    ORJİNAL 1.4 DİZEL POLO,2008,264000.0,                    Beyaz,38500.0,2020-01-05,                        AnkaraMamak,Ankara
                        1.4 Basicline,    2004 1.4 BASICLINE FENNI MUANESI YENIDIR,2004,257000.0,                    Beyaz,37750.0,2020-01-05,                        AntalyaSerik,Antalya
                        1.4 TDi Trendline,    BAKIMLI 1.4 TDI POLO,2008,348000.0,                    Siyah,36250.0,2020-01-05,                        KonyaKaratay,Konya
                        1.6 Classic,    polo classic,1997,294400.0,                    Kırmızı,24600.0,2020-01-05,                        İzmirBornova,İzmir
                        1.6 Classic,    SAHİBİNDEN ORİJİNAL 260.000 KM SUNROOF ABS KLİMA,1999,260000.0,                    Lacivert,26250.0,2020-01-05,                        AnkaraYenimahalle,Ankara
                        1.6 Classic,    satılık polo temiz,1997,252000.0,                    Mavi,21500.0,2020-01-05,                        KahramanmaraşOnikişubat,Kahramanmaraş
                        1.6 TDi Comfortline,    Araç temiz bir araçtır alıcısına şimdiden hayırlı olsun,2013,250000.0,                    Beyaz,66500.0,2020-01-05,                        İstanbulBahçelievler,İstanbul
                        1.6,    POLO '1999model'Klimalı',1999,306000.0,                    Kırmızı,26000.0,2020-01-05,                        AntalyaMuratpaşa,Antalya
                        1.4 Trendline,    SAHİBİNDEN TEMİZ 80 LİK POLO TRENDLİNE,2008,260000.0,                    Gümüş Gri,42750.0,2020-01-05,                        AnkaraYenimahalle,Ankara
                        1.6,    2000 Model Kazasız Vizesi Bakımları Yeni Bayan Sürücüden Satılık,2000,310000.0,                    Kırmızı,21000.0,2020-01-05,                        KonyaSelçuklu,Konya
                        1.6,    sahibinden ihtiyaçtan dolayı satılık araç,1997,235000.0,                    Yeşil,26500.0,2020-01-05,                        İzmirBornova,İzmir
                        1.6 Classic,    VW POLO 1.6 CLASSİC,1998,238500.0,                    Lacivert,26400.0,2020-01-05,                        AnkaraKeçiören,Ankara
                        1.6 Classic,    polo kırmızı,2000,243000.0,                    Kırmızı,23500.0,2020-01-05,                        GaziantepŞehitkamil,Gaziantep
                        1.6 Classic,    Sahibinden temiz aile arabası polo 1.6 classic 100hp,1997,315000.0,                    Beyaz,23500.0,2020-01-05,                        UşakMerkez,Uşak
                        1.6 Classic,    ÖĞRETMENDEN TEMİZ VE BAKIMLI ARABA MANUEL VİTES,1998,255000.0,                    Lacivert,25000.0,2020-01-05,                        MersinMezitli,Mersin
                        1.6,    az yakan polo,1999,232000.0,                    Beyaz,29500.0,2020-01-06,                        İzmirÇeşme,İzmir
                        1.4 Comfortline,    100hp polo dürbün göğüs,2000,260000.0,                    Siyah,31499.0,2020-01-06,                        BursaYıldırım,Bursa
                        1.4 Comfortline,    Memurdan Ekonominik Satışda,2005,241000.0,                    Gümüş Gri,39800.0,2020-01-06,                        KonyaEreğli,Konya
                        1.4 Comfortline,    Orjinal araç,2001,239000.0,                    Beyaz,32950.0,2020-01-06,                        KonyaSelçuklu,Konya
                        1.6,    1999 MODEL OTOMATİK POLO,1999,230000.0,                    Kırmızı,33750.0,2020-01-06,                        KayseriKocasinan,Kayseri
                        1.6 Classic,    acil satılıktır temiz dir alıcısına şimdiden hayırlı olsun,1997,262000.0,                    Mavi,25000.0,2020-01-06,                        İzmirUrla,İzmir
                        1.4 Basicline,    SAHİBİNDEN MASRAFSIZ TEMİZ POLO,2004,240000.0,                    Mavi,33500.0,2020-01-06,                        İstanbulEyüpsultan,İstanbul
                        1.6 Classic,    1997 VW SEDAN POLO CLASSİC 1.6 LPG.Lİ KLİMALI DEGİŞENSİZ ORJİNAL,1997,253000.0,                    Kırmızı,24250.0,2020-01-06,                        AnkaraAkyurt,Ankara
                        1.4 Basicline,    ÇINAR OTO'DAN VOLKSWAGEN POLO 1.4 BASİCLİNE 2004 BENZİN/LPG,2004,234000.0,                    Gri,38750.0,2020-01-06,                        DüzceAkçakoca,Düzce
                        1.6,    98 POLO Bakımları Tam Fırsat Aracı,1998,240000.0,                    Mavi,24800.0,2020-01-06,                        YozgatBoğazlıyan,Yozgat
                        1.6,    SAHİBİNDEN MASRAFSIZ 1999 MODEL VW POLO,1999,239000.0,                    Siyah,24500.0,2020-01-06,                        İstanbulSultanbeyli,İstanbul
                        1.6,    1998 airbagli ve klimalı Polo,1998,231000.0,                    Yeşil,23750.0,2020-01-06,                        ManisaŞehzadeler,Manisa
                        1.6,    MASRAFSIZ POLO HB KLİMALI,1998,276000.0,                    Mavi,25000.0,2020-01-06,                        AfyonkarahisarMerkez,Afyonkarahisar
                        1.4 Comfortline,    GALERİ KÜÇÜKYAMANDAN POLO 1.4 COMFORTLİNE FETİYEYE OPSİONLANDI,2004,251000.0,                    Gri,39999.0,2020-01-06,                        AntalyaKepez,Antalya
                        1.6 Classic,    fiyat düştü 1998 model polo KENAN OTOMOTİVDEN,1998,272000.0,                    Yeşil,24000.0,2020-01-06,                        Bursaİnegöl,Bursa
                        1.4 Trendline,    SAHİBİNDEN 2000 MODEL POLO 1.4 TRENDLINE,2000,245000.0,                    Kırmızı,26500.0,2020-01-06,                        AntalyaManavgat,Antalya
                        1.6,    *** TAKSİT SEÇENELİ *** EMSALSİZ TEMİZLİKTE LPG'Lİ POLO,1998,250000.0,                    Yeşil,21750.0,2020-01-06,                        İstanbulBağcılar,İstanbul
                        1.6 TDi Comfortline,    BOL Exstralı (ASKERLİK NEDENİYLE ACİLL SATILIK),2010,235000.0,                    Beyaz,54500.0,2020-01-06,                        AntalyaKepez,Antalya
                        1.6 Classic,    97 MODEL VOLKSWOGEN POLO 1.6 CLASSİC MUAYENELİ KAÇIRMA,1997,249000.0,                    Mavi,21950.0,2020-01-06,                        İstanbulBağcılar,İstanbul
                        1.6,    ÖZEL SEBEPLERDEN DOLAYI ACİL SATLIK !!!,1998,380000.0,                    Beyaz,23500.0,2020-01-06,                        İstanbulBeykoz,İstanbul
